replicon,type,subtype,sys_beg,sys_end,protein_in_syst,genes_count,name_of_profiles_in_sys,accession_in_sys,Superkingdom,phylum,class,order,family,genus,species,sys_id
GCF_023300025.1_NZ_CP097031,BREX,BREX_I,GCF_023300025.1_NZ_CP097031_02357,GCF_023300025.1_NZ_CP097031_02365,"GCF_023300025.1_NZ_CP097031_02357,GCF_023300025.1_NZ_CP097031_02358,GCF_023300025.1_NZ_CP097031_02361,GCF_023300025.1_NZ_CP097031_02362,GCF_023300025.1_NZ_CP097031_02363,GCF_023300025.1_NZ_CP097031_02364,GCF_023300025.1_NZ_CP097031_02365",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","M2914_RS11790,M2914_RS11795,M2914_RS11810,M2914_RS11815,M2914_RS11820,WP_061100911.1,WP_086318168.1",Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,GCF_023300025_NZ_CP097031_BREX_I_2
GCF_005849145.1_NZ_CP040528,BREX,BREX_VI,GCF_005849145.1_NZ_CP040528_00734,GCF_005849145.1_NZ_CP040528_00740,"GCF_005849145.1_NZ_CP040528_00734,GCF_005849145.1_NZ_CP040528_00735,GCF_005849145.1_NZ_CP040528_00736,GCF_005849145.1_NZ_CP040528_00737,GCF_005849145.1_NZ_CP040528_00738,GCF_005849145.1_NZ_CP040528_00739,GCF_005849145.1_NZ_CP040528_00740",7,"BREX__brxE,BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxD","FC605_RS03700,WP_075749467.1,WP_080529021.1,FC605_RS03715,FC605_RS03720,WP_080529024.1,WP_081379848.1",Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,GCF_005849145_NZ_CP040528_BREX_VI_2
GCF_013378215.1_NZ_CP039945,BREX,BREX_I,GCF_013378215.1_NZ_CP039945_04781,GCF_013378215.1_NZ_CP039945_04786,"GCF_013378215.1_NZ_CP039945_04781,GCF_013378215.1_NZ_CP039945_04782,GCF_013378215.1_NZ_CP039945_04783,GCF_013378215.1_NZ_CP039945_04784,GCF_013378215.1_NZ_CP039945_04785,GCF_013378215.1_NZ_CP039945_04786",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FC644_RS23845,FC644_RS23850,FC644_RS23855,FC644_RS23860,WP_000566901.1,WP_086538008.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_013378215_NZ_CP039945_BREX_I_2
GCF_007990545.2_NZ_AP019829,BREX,BREX_I,GCF_007990545.2_NZ_AP019829_02016,GCF_007990545.2_NZ_AP019829_02025,"GCF_007990545.2_NZ_AP019829_02016,GCF_007990545.2_NZ_AP019829_02017,GCF_007990545.2_NZ_AP019829_02022,GCF_007990545.2_NZ_AP019829_02023,GCF_007990545.2_NZ_AP019829_02024,GCF_007990545.2_NZ_AP019829_02025",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FVE73_RS10005,FVE73_RS10010,FVE73_RS10035,FVE73_RS10040,WP_018499189.1,WP_018499188.1",Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia wadei,GCF_007990545_NZ_AP019829_BREX_I_2
GCF_016904795.1_NZ_CP070292,BREX,BREX_I,GCF_016904795.1_NZ_CP070292_00819,GCF_016904795.1_NZ_CP070292_00824,"GCF_016904795.1_NZ_CP070292_00819,GCF_016904795.1_NZ_CP070292_00820,GCF_016904795.1_NZ_CP070292_00821,GCF_016904795.1_NZ_CP070292_00822,GCF_016904795.1_NZ_CP070292_00823,GCF_016904795.1_NZ_CP070292_00824",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","JRC43_RS04055,JRC43_RS04060,JRC43_RS04065,JRC43_RS04070,WP_000566901.1,WP_086538008.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,GCF_016904795_NZ_CP070292_BREX_I_2
GCF_008119665.1_NZ_CP043046,BREX,BREX_I,GCF_008119665.1_NZ_CP043046_00633,GCF_008119665.1_NZ_CP043046_00639,"GCF_008119665.1_NZ_CP043046_00633,GCF_008119665.1_NZ_CP043046_00634,GCF_008119665.1_NZ_CP043046_00635,GCF_008119665.1_NZ_CP043046_00638,GCF_008119665.1_NZ_CP043046_00639",5,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZB,BREX__brxL","WP_148812757.1,FXN63_RS03140,WP_148812761.1,FXN63_RS03160,FXN63_RS03165",Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,Pigmentiphaga aceris,GCF_008119665_NZ_CP043046_BREX_I_2
GCF_015679285.1_NZ_CP064937,BREX,BREX_I,GCF_015679285.1_NZ_CP064937_02305,GCF_015679285.1_NZ_CP064937_02311,"GCF_015679285.1_NZ_CP064937_02305,GCF_015679285.1_NZ_CP064937_02306,GCF_015679285.1_NZ_CP064937_02307,GCF_015679285.1_NZ_CP064937_02308,GCF_015679285.1_NZ_CP064937_02311",5,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxA_DUF1819","ITJ87_RS11460,WP_117964428.1,ITJ87_RS11470,ITJ87_RS11475,WP_229135063.1",Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. HF-162,GCF_015679285_NZ_CP064937_BREX_I_2
GCF_010727475.1_NZ_AP022567,BREX,BREX_II,GCF_010727475.1_NZ_AP022567_04094,GCF_010727475.1_NZ_AP022567_04099,"GCF_010727475.1_NZ_AP022567_04094,GCF_010727475.1_NZ_AP022567_04095,GCF_010727475.1_NZ_AP022567_04096,GCF_010727475.1_NZ_AP022567_04097,GCF_010727475.1_NZ_AP022567_04098,GCF_010727475.1_NZ_AP022567_04099",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_036429317.1,G6N67_RS20335,G6N67_RS20340,WP_163642253.1,G6N67_RS20350,G6N67_RS20355",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium mageritense,GCF_010727475_NZ_AP022567_BREX_II_2
GCF_014764445.1_NZ_CP061721,BREX,BREX_I,GCF_014764445.1_NZ_CP061721_00947,GCF_014764445.1_NZ_CP061721_00952,"GCF_014764445.1_NZ_CP061721_00947,GCF_014764445.1_NZ_CP061721_00948,GCF_014764445.1_NZ_CP061721_00949,GCF_014764445.1_NZ_CP061721_00950,GCF_014764445.1_NZ_CP061721_00951,GCF_014764445.1_NZ_CP061721_00952",6,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZB,BREX__brxL","WP_191081070.1,IDT60_RS04725,WP_191081072.1,WP_191081073.1,IDT60_RS04740,IDT60_RS04745",Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. BIM B-2242,GCF_014764445_NZ_CP061721_BREX_I_2
GCF_013378235.1_NZ_CP039948,BREX,BREX_I,GCF_013378235.1_NZ_CP039948_04779,GCF_013378235.1_NZ_CP039948_04784,"GCF_013378235.1_NZ_CP039948_04779,GCF_013378235.1_NZ_CP039948_04780,GCF_013378235.1_NZ_CP039948_04781,GCF_013378235.1_NZ_CP039948_04782,GCF_013378235.1_NZ_CP039948_04783,GCF_013378235.1_NZ_CP039948_04784",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FC645_RS23835,FC645_RS23840,FC645_RS23845,FC645_RS23850,WP_000566901.1,WP_086538008.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_013378235_NZ_CP039948_BREX_I_2
GCF_022701035.1_NZ_CP065509,BREX,BREX_I,GCF_022701035.1_NZ_CP065509_01246,GCF_022701035.1_NZ_CP065509_01251,"GCF_022701035.1_NZ_CP065509_01246,GCF_022701035.1_NZ_CP065509_01247,GCF_022701035.1_NZ_CP065509_01248,GCF_022701035.1_NZ_CP065509_01249,GCF_022701035.1_NZ_CP065509_01250,GCF_022701035.1_NZ_CP065509_01251",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","IQ781_RS06235,IQ781_RS06240,IQ781_RS06245,IQ781_RS06250,WP_034638123.1,WP_242808266.1",Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. N447-1,GCF_022701035_NZ_CP065509_BREX_I_2
GCF_013737695.1_NZ_CP056530,BREX,BREX_I,GCF_013737695.1_NZ_CP056530_00838,GCF_013737695.1_NZ_CP056530_00843,"GCF_013737695.1_NZ_CP056530_00838,GCF_013737695.1_NZ_CP056530_00839,GCF_013737695.1_NZ_CP056530_00840,GCF_013737695.1_NZ_CP056530_00841,GCF_013737695.1_NZ_CP056530_00842,GCF_013737695.1_NZ_CP056530_00843",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","HV193_RS04185,HV193_RS04190,HV193_RS04195,HV193_RS04200,WP_014837242.1,WP_089046459.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_013737695_NZ_CP056530_BREX_I_2
GCF_013378295.1_NZ_CP039957,BREX,BREX_I,GCF_013378295.1_NZ_CP039957_04778,GCF_013378295.1_NZ_CP039957_04783,"GCF_013378295.1_NZ_CP039957_04778,GCF_013378295.1_NZ_CP039957_04779,GCF_013378295.1_NZ_CP039957_04780,GCF_013378295.1_NZ_CP039957_04781,GCF_013378295.1_NZ_CP039957_04782,GCF_013378295.1_NZ_CP039957_04783",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FC648_RS23830,FC648_RS23835,FC648_RS23840,FC648_RS23845,WP_000566901.1,WP_086538008.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_013378295_NZ_CP039957_BREX_I_2
GCF_001620305.1_NZ_CP015235,BREX,BREX_II,GCF_001620305.1_NZ_CP015235_03401,GCF_001620305.1_NZ_CP015235_03408,"GCF_001620305.1_NZ_CP015235_03401,GCF_001620305.1_NZ_CP015235_03402,GCF_001620305.1_NZ_CP015235_03404,GCF_001620305.1_NZ_CP015235_03405,GCF_001620305.1_NZ_CP015235_03406,GCF_001620305.1_NZ_CP015235_03407,GCF_001620305.1_NZ_CP015235_03408",7,"BREX__pglW,BREX__pglX2,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","A3L23_RS16870,A3L23_RS16875,A3L23_RS16885,WP_145916598.1,A3L23_RS16895,A3L23_RS16900,WP_032383890.1",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus fascians,GCF_001620305_NZ_CP015235_BREX_II_2
GCF_020097255.1_NZ_CP083622,BREX,BREX_I,GCF_020097255.1_NZ_CP083622_00954,GCF_020097255.1_NZ_CP083622_00960,"GCF_020097255.1_NZ_CP083622_00954,GCF_020097255.1_NZ_CP083622_00955,GCF_020097255.1_NZ_CP083622_00958,GCF_020097255.1_NZ_CP083622_00959,GCF_020097255.1_NZ_CP083622_00960",5,"BREX__brxL,BREX__pglZA,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","LA327_RS04775,LA327_RS04780,LA327_RS04795,WP_008791973.1,WP_008791972.1",Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,Thomasclavelia ramosa,GCF_020097255_NZ_CP083622_BREX_I_2
GCF_013315715.1_NZ_CP054363,BREX,BREX_I,GCF_013315715.1_NZ_CP054363_03544,GCF_013315715.1_NZ_CP054363_03551,"GCF_013315715.1_NZ_CP054363_03544,GCF_013315715.1_NZ_CP054363_03545,GCF_013315715.1_NZ_CP054363_03546,GCF_013315715.1_NZ_CP054363_03547,GCF_013315715.1_NZ_CP054363_03550,GCF_013315715.1_NZ_CP054363_03551",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_001445807.1,WP_000999546.1,HPE49_RS17610,HPE49_RS17615,HPE49_RS17630,HPE49_RS17635",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_013315715_NZ_CP054363_BREX_I_2
GCF_003963515.1_NZ_CP034541,BREX,BREX_I,GCF_003963515.1_NZ_CP034541_01304,GCF_003963515.1_NZ_CP034541_01308,"GCF_003963515.1_NZ_CP034541_01304,GCF_003963515.1_NZ_CP034541_01305,GCF_003963515.1_NZ_CP034541_01306,GCF_003963515.1_NZ_CP034541_01307,GCF_003963515.1_NZ_CP034541_01308",5,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZB,BREX__brxL","WP_126425783.1,EJ378_RS06500,WP_126425787.1,EJ378_RS06510,EJ378_RS06515",Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus marinus,GCF_003963515_NZ_CP034541_BREX_I_2
GCF_013735155.1_NZ_CP056385,BREX,BREX_I,GCF_013735155.1_NZ_CP056385_04575,GCF_013735155.1_NZ_CP056385_04580,"GCF_013735155.1_NZ_CP056385_04575,GCF_013735155.1_NZ_CP056385_04576,GCF_013735155.1_NZ_CP056385_04577,GCF_013735155.1_NZ_CP056385_04578,GCF_013735155.1_NZ_CP056385_04579,GCF_013735155.1_NZ_CP056385_04580",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_086519960.1,WP_032425512.1,HV247_RS22800,HV247_RS22805,HV247_RS22810,HV247_RS22815",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_013735155_NZ_CP056385_BREX_I_2
GCF_021183725.1_NZ_CP089224,BREX,BREX_II,GCF_021183725.1_NZ_CP089224_02416,GCF_021183725.1_NZ_CP089224_02423,"GCF_021183725.1_NZ_CP089224_02416,GCF_021183725.1_NZ_CP089224_02417,GCF_021183725.1_NZ_CP089224_02418,GCF_021183725.1_NZ_CP089224_02419,GCF_021183725.1_NZ_CP089224_02420,GCF_021183725.1_NZ_CP089224_02423",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_075511369.1,LTS72_RS12090,LTS72_RS12095,WP_099319304.1,LTS72_RS12105,LTS72_RS12120",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium ostraviense,GCF_021183725_NZ_CP089224_BREX_II_2
GCF_013416085.1_NZ_CP049947,BREX,BREX_I,GCF_013416085.1_NZ_CP049947_04778,GCF_013416085.1_NZ_CP049947_04783,"GCF_013416085.1_NZ_CP049947_04778,GCF_013416085.1_NZ_CP049947_04779,GCF_013416085.1_NZ_CP049947_04780,GCF_013416085.1_NZ_CP049947_04781,GCF_013416085.1_NZ_CP049947_04782,GCF_013416085.1_NZ_CP049947_04783",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","G9173_RS23825,G9173_RS23830,G9173_RS23835,G9173_RS23840,WP_000566901.1,WP_086538008.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_013416085_NZ_CP049947_BREX_I_2
GCF_016839185.1_NZ_CP069306,BREX,BREX_I,GCF_016839185.1_NZ_CP069306_04262,GCF_016839185.1_NZ_CP069306_04266,"GCF_016839185.1_NZ_CP069306_04262,GCF_016839185.1_NZ_CP069306_04263,GCF_016839185.1_NZ_CP069306_04264,GCF_016839185.1_NZ_CP069306_04265,GCF_016839185.1_NZ_CP069306_04266",5,"BREX__brxL,BREX__pglZB,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788","JQ505_RS21245,JQ505_RS21250,WP_203329367.1,JQ505_RS21260,WP_203329369.1",Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,Rhodococcus aetherivorans,GCF_016839185_NZ_CP069306_BREX_I_2
GCF_013378175.1_NZ_CP039939,BREX,BREX_I,GCF_013378175.1_NZ_CP039939_04779,GCF_013378175.1_NZ_CP039939_04784,"GCF_013378175.1_NZ_CP039939_04779,GCF_013378175.1_NZ_CP039939_04780,GCF_013378175.1_NZ_CP039939_04781,GCF_013378175.1_NZ_CP039939_04782,GCF_013378175.1_NZ_CP039939_04783,GCF_013378175.1_NZ_CP039939_04784",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FC642_RS23835,FC642_RS23840,FC642_RS23845,FC642_RS23850,WP_000566901.1,WP_086538008.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_013378175_NZ_CP039939_BREX_I_2
GCF_009866925.2_NZ_CP026929,BREX,BREX_I,GCF_009866925.2_NZ_CP026929_03661,GCF_009866925.2_NZ_CP026929_03666,"GCF_009866925.2_NZ_CP026929_03661,GCF_009866925.2_NZ_CP026929_03662,GCF_009866925.2_NZ_CP026929_03663,GCF_009866925.2_NZ_CP026929_03664,GCF_009866925.2_NZ_CP026929_03665,GCF_009866925.2_NZ_CP026929_03666",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","C4962_RS18150,C4962_RS18155,C4962_RS18160,C4962_RS18165,WP_000566901.1,WP_085962535.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_009866925_NZ_CP026929_BREX_I_2
GCF_014161425.1_NZ_AP022188,BREX,BREX_I,GCF_014161425.1_NZ_AP022188_01945,GCF_014161425.1_NZ_AP022188_01962,"GCF_014161425.1_NZ_AP022188_01945,GCF_014161425.1_NZ_AP022188_01946,GCF_014161425.1_NZ_AP022188_01947,GCF_014161425.1_NZ_AP022188_01952,GCF_014161425.1_NZ_AP022188_01955,GCF_014161425.1_NZ_AP022188_01961,GCF_014161425.1_NZ_AP022188_01962",7,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_042011562.1,WP_042011560.1,H7K58_RS09750,H7K58_RS09775,H7K58_RS09790,H7K58_RS09820,H7K58_RS09825",Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media,GCF_014161425_NZ_AP022188_BREX_I_2
GCF_013085725.1_NZ_CP038443,BREX,BREX_I,GCF_013085725.1_NZ_CP038443_03180,GCF_013085725.1_NZ_CP038443_03196,"GCF_013085725.1_NZ_CP038443_03180,GCF_013085725.1_NZ_CP038443_03181,GCF_013085725.1_NZ_CP038443_03182,GCF_013085725.1_NZ_CP038443_03185,GCF_013085725.1_NZ_CP038443_03188,GCF_013085725.1_NZ_CP038443_03195,GCF_013085725.1_NZ_CP038443_03196",7,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_042011562.1,WP_253264417.1,E4185_RS15845,E4185_RS15860,E4185_RS15875,E4185_RS15910,E4185_RS15915",Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media,GCF_013085725_NZ_CP038443_BREX_I_2
GCF_013378315.1_NZ_CP039960,BREX,BREX_I,GCF_013378315.1_NZ_CP039960_04778,GCF_013378315.1_NZ_CP039960_04783,"GCF_013378315.1_NZ_CP039960_04778,GCF_013378315.1_NZ_CP039960_04779,GCF_013378315.1_NZ_CP039960_04780,GCF_013378315.1_NZ_CP039960_04781,GCF_013378315.1_NZ_CP039960_04782,GCF_013378315.1_NZ_CP039960_04783",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FC649_RS23830,FC649_RS23835,FC649_RS23840,FC649_RS23845,WP_000566901.1,WP_086538008.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_013378315_NZ_CP039960_BREX_I_2
GCF_019046985.1_NZ_CP077221,BREX,BREX_I,GCF_019046985.1_NZ_CP077221_01065,GCF_019046985.1_NZ_CP077221_01071,"GCF_019046985.1_NZ_CP077221_01065,GCF_019046985.1_NZ_CP077221_01066,GCF_019046985.1_NZ_CP077221_01067,GCF_019046985.1_NZ_CP077221_01068,GCF_019046985.1_NZ_CP077221_01069,GCF_019046985.1_NZ_CP077221_01070,GCF_019046985.1_NZ_CP077221_01071",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","I6L47_RS05330,WP_216948837.1,WP_216948838.1,WP_216948839.1,I6L47_RS05350,WP_100653504.1,WP_100653503.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. FDAARGOS 1417,GCF_019046985_NZ_CP077221_BREX_I_2
GCF_020342335.1_NZ_CP073262,BREX,BREX_I,GCF_020342335.1_NZ_CP073262_02361,GCF_020342335.1_NZ_CP073262_02370,"GCF_020342335.1_NZ_CP073262_02361,GCF_020342335.1_NZ_CP073262_02362,GCF_020342335.1_NZ_CP073262_02363,GCF_020342335.1_NZ_CP073262_02365,GCF_020342335.1_NZ_CP073262_02368,GCF_020342335.1_NZ_CP073262_02369,GCF_020342335.1_NZ_CP073262_02370",7,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_225700909.1,WP_120066191.1,J9874_RS11820,J9874_RS11830,J9874_RS11845,J9874_RS11850,J9874_RS11855",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Duffyella,Duffyella gerundensis,GCF_020342335_NZ_CP073262_BREX_I_2
GCF_002902865.1_NZ_CP026122,BREX,BREX,GCF_002902865.1_NZ_CP026122_03429,GCF_002902865.1_NZ_CP026122_03439,"GCF_002902865.1_NZ_CP026122_03429,GCF_002902865.1_NZ_CP026122_03430,GCF_002902865.1_NZ_CP026122_03431,GCF_002902865.1_NZ_CP026122_03432,GCF_002902865.1_NZ_CP026122_03435,GCF_002902865.1_NZ_CP026122_03436,GCF_002902865.1_NZ_CP026122_03438,GCF_002902865.1_NZ_CP026122_03439",8,"BREX__brxE,BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_199767290.1,WP_103244723.1,WP_004146420.1,C2U30_RS17315,WP_103244181.1,WP_199767291.1,WP_103244183.1,C2U30_RS17350",Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH5,GCF_002902865_NZ_CP026122_BREX_1
GCF_001558935.2_NZ_CP014070,BREX,BREX_III,GCF_001558935.2_NZ_CP014070_01234,GCF_001558935.2_NZ_CP014070_01236,"GCF_001558935.2_NZ_CP014070_01234,GCF_001558935.2_NZ_CP014070_01235,GCF_001558935.2_NZ_CP014070_01236",3,"BREX__pglZ3,BREX__brxHII,BREX__pglXI","AL524_RS31910,WP_038636823.1,WP_038636825.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter amalonaticus,GCF_001558935_NZ_CP014070_BREX_III_2
GCF_009650215.1_NZ_CP045851,BREX,BREX_II,GCF_009650215.1_NZ_CP045851_00844,GCF_009650215.1_NZ_CP045851_00851,"GCF_009650215.1_NZ_CP045851_00844,GCF_009650215.1_NZ_CP045851_00845,GCF_009650215.1_NZ_CP045851_00846,GCF_009650215.1_NZ_CP045851_00847,GCF_009650215.1_NZ_CP045851_00848,GCF_009650215.1_NZ_CP045851_00851",6,"BREX__pglW,BREX__pglX2,BREX__pglY,BREX__pglZ2,BREX__brxD,BREX__brxHI","GH723_RS04175,GH723_RS04180,WP_153758471.1,GH723_RS04190,GH723_RS04195,WP_153758476.1",Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,Actinomarinicola tropica,GCF_009650215_NZ_CP045851_BREX_II_2
GCF_009176665.1_NZ_AP021854,BREX,BREX_I,GCF_009176665.1_NZ_AP021854_03811,GCF_009176665.1_NZ_AP021854_03816,"GCF_009176665.1_NZ_AP021854_03811,GCF_009176665.1_NZ_AP021854_03812,GCF_009176665.1_NZ_AP021854_03813,GCF_009176665.1_NZ_AP021854_03814,GCF_009176665.1_NZ_AP021854_03815,GCF_009176665.1_NZ_AP021854_03816",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_152104116.1,WP_152104117.1,GDN72_RS19495,GDN72_RS19500,GDN72_RS19505,GDN72_RS19510",Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium ottawaense,GCF_009176665_NZ_AP021854_BREX_I_2
GCF_019048565.1_NZ_CP077378,BREX,BREX_I,GCF_019048565.1_NZ_CP077378_00139,GCF_019048565.1_NZ_CP077378_00144,"GCF_019048565.1_NZ_CP077378_00139,GCF_019048565.1_NZ_CP077378_00140,GCF_019048565.1_NZ_CP077378_00141,GCF_019048565.1_NZ_CP077378_00144",4,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZB","WP_171280305.1,I6L36_RS00705,WP_216986929.1,I6L36_RS00725",Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. FDAARGOS 1406,GCF_019048565_NZ_CP077378_BREX_I_2
